N;Name;Symbol;Market Cap;Price;Circulating Supply;Volume (24h);1h;24h;7d
1279;LikeCoin;LIKE;$1 892 759;$0,003997;473 578 765 *;$44;0,54%;7,91%;34,26%
1280;NewYorkCoin;NYC;$1 880 425;$0,000014;134 024 588 760;$360;0,59%;18,19%;8,55%
1281;Starta;STA;$1 840 281;$0,368260;4 997 231 *;$0;0,00%;0,00%;2,42%
1282;Pura;PURA;$1 786 235;$0,010159;175 822 768;$85;0,23%;13,15%;18,58%
1283;EncrypGen;DNA;$1 780 474;$0,026562;67 029 977 *;$56;-0,27%;-17,18%;6,70%
1284;Bodhi [ETH];BOE;$1 755 519;$0,118475;14 817 589 *;$0;1,34%;8,27%;144,60%
1285;RoBET;ROBET;$1 636 778;$2,05;798 697 *;$0;0,00%;0,00%;3,09%
1286;COPYTRACK;CPY;$1 625 446;$0,033797;48 094 734 *;$18;0,21%;1,72%;-8,29%
1287;Nuggets;NUG;$1 546 560;$0,000914;1 691 233 753 *;$262;0,54%;1,01%;-25,62%
1288;EBCoin;EBC;$1 534 065;$0,000378;4 055 368 086 *;$240;0,37%;-6,04%;-12,15%
1289;wys Token;WYS;$1 513 758;$0,014792;102 339 600 *;$0;0,00%;0,23%;-6,12%
1290;BitCrystals;BCY;$1 479 969;$0,064643;22 894 650 *;$110;0,01%;14,74%;4,63%
1291;Elite;1337;$1 370 149;$0,000052;26 425 350 230 *;$171;0,14%;8,48%;-32,61%
1292;e-Gulden;EFL;$1 303 915;$0,076412;17 064 324;$55;0,22%;-6,26%;16,49%
1293;PetroDollar;XPD;$1 250 243;$0,019537;63 993 275;$16;0,23%;0,24%;-16,49%
1294;CannabisCoin;CANN;$1 227 217;$0,015890;77 231 176;$33;0,23%;70,98%;116,85%
1295;XPA;XPA;$1 148 794;$0,020092;57 177 751 *;$?;0,00%;0,00%;0,00%
1296;Soarcoin;SOAR;$1 125 670;$0,001042;1 080 319 439 *;$1;0,23%;1,54%;-23,94%
1297;Ethbits;ETBS;$1 078 623;$0,659833;1 634 691 *;$1;0,23%;168,38%;168,38%
1298;REAL;REAL;$1 073 508;$0,106755;10 055 817 *;$106;0,44%;1,57%;3,87%
1299;Incodium;INCO;$1 072 966;$0,000120;8 920 293 789 *;$31;0,09%;104,30%;-17,26%
1300;TV-TWO;TTV;$1 058 112;$0,002525;418 976 254 *;$0;0,00%;0,00%;-33,33%
1301;Dovu;DOV;$1 036 560;$0,002593;399 758 698 *;$282;0,22%;4,55%;-12,77%
1302;FidentiaX;FDX;$1 022 309;$0,009736;105 000 000 *;$40;0,54%;0,46%;9,96%
1303;Quark;QRK;$987 873;$0,003821;258 551 101;$0;0,22%;1,55%;-0,80%
1304;REBL;REBL;$966 651;$0,005566;173 671 673 *;$0;0,00%;9,78%;25,35%
1305;savedroid;SVD;$947 700;$0,000353;2 688 339 238 *;$422;-0,89%;-2,41%;0,93%
1306;B3Coin;KB3;$941 817;$0,001261;746 713 001;$4;0,29%;6,66%;-26,10%
1307;Hubii Network;HBT;$937 614;$0,061918;15 142 834 *;$0;0,00%;1,11%;-19,82%
1308;42-coin;42;$928 779;$22 113,81;42;$189;0,93%;-1,28%;-0,93%
1309;Maxcoin;MAX;$912 359;$0,014848;61 445 805;$3;0,22%;-5,11%;14,69%
1310;Xriba;XRA;$907 312;$0,010194;89 001 223 *;$168;0,17%;-0,83%;11,56%
1311;Indorse Token;IND;$903 920;$0,024117;37 480 419 *;$126;0,43%;-6,23%;0,99%
1312;Orbitcoin;ORB;$894 883;$0,277861;3 220 616;$93;0,26%;2,54%;-5,42%
1313;Blockchain Ce...;BCDT;$874 276;$0,027808;31 439 852 *;$164;0,54%;4,43%;-48,21%
1314;Espers;ESP;$861 841;$0,000038;22 888 373 670;$18;0,57%;-55,12%;-36,17%
1315;Bulwark;BWK;$852 949;$0,045415;18 781 011;$303;0,21%;1,76%;-20,15%
1316;Circuits of V...;COVAL;$851 157;$0,000851;1 000 000 000 *;$?;0,00%;0,00%;41,49%
1317;PWR Coin;PWR;$839 184;$0,000087;9 664 500 811;$0;0,23%;225,94%;35,20%
1318;UNIVERSAL CASH;UCASH;$793 143;$0,000089;8 878 075 186 *;$40;0,19%;-40,24%;-41,44%
1319;Vetri;VLD;$789 813;$0,003145;251 160 100 *;$239;0,64%;1,06%;-18,93%
1320;Swisscoin;SIC;$786 148;$0,000086;9 163 030 712;$0;0,00%;0,34%;2,29%
1321;Thrive Token;THRT;$770 817;$0,007468;103 216 886 *;$244;0,21%;-45,07%;-25,93%
1322;KekCoin;KEK;$770 471;$0,071897;10 716 385 *;$39;0,22%;-6,48%;57,27%
1323;Manna;MANNA;$746 520;$0,001378;541 690 792 *;$461;0,20%;-2,26%;-0,69%
1324;ALBOS;ALB;$741 113;$0,000093;8 009 414 288 *;$0;0,00%;10,01%;13,11%
1325;PikcioChain;PKC;$740 950;$0,016187;45 775 235 *;$0;0,54%;1,34%;7,14%
1326;AVINOC;AVINOC;$732 394;$0,001883;389 011 469 *;$13;0,54%;7,95%;4,00%
1327;Coinlancer;CL;$706 140;$0,008869;79 619 229 *;$2;0,40%;10,12%;170,34%
1328;Sprouts;SPRTS;$697 995;$4.44e-8;15 727 334 924 600 *;$313;0,34%;-0,59%;2,79%
1329;EquiTrader;EQT;$690 726;$0,056441;12 238 131;$460;0,23%;0,00%;-10,54%
1330;Ergo;EFYT;$689 155;$1,73;397 300 *;$11;-17,19%;-13,87%;-2,74%
1331;Coin Lion;LION;$667 455;$0,020712;32 226 096 *;$18;0,54%;0,94%;-11,90%
1332;LoMoCoin;LMC;$660 333;$0,002447;269 846 359 *;$302;0,23%;14,47%;-43,96%
1333;Dinastycoin;DCY;$649 867;$0,000347;1 871 055 232;$449;0,23%;1,54%;38,04%
1334;EncryptoTel [...;ETT;$626 349;$0,010081;62 131 190 *;$332;-0,34%;4,44%;-4,44%
1335;HEAT;HEAT;$626 073;$0,015315;40 880 259 *;$0;0,00%;0,00%;-39,74%
1336;Block-Chain.com;BC;$610 147;$0,002947;207 051 787 *;$9;0,33%;8,95%;-64,07%
1337;Noir;NOR;$603 388;$0,031046;19 435 510;$0;0,00%;0,00%;-46,97%
1338;Sether;SETH;$592 480;$0,029423;20 136 683 *;$0;0,00%;0,44%;-26,93%
1339;Pedity;PEDI;$589 064;$0,000430;1 368 610 817 *;$17;-0,04%;-7,66%;-15,82%
1340;TrezarCoin;TZC;$588 674;$0,003734;157 662 600;$460;0,22%;-2,51%;-27,85%
1341;Target Coin;TGT;$586 328;$0,000616;952 429 892 *;$0;0,00%;0,00%;10,55%
1342;Eristica;ERT;$584 083;$0,003387;172 467 627 *;$0;0,21%;-15,15%;-24,53%
1343;Terracoin;TRC;$574 603;$0,025053;22 935 396;$295;0,22%;-18,46%;-32,22%
1344;Darcrus;DAR;$570 818;$0,041971;13 600 388 *;$11;0,20%;-0,31%;-44,10%
1345;Skeincoin;SKC;$532 025;$0,039074;13 615 754;$71;0,22%;663,38%;25,65%
1346;WABnetwork;WAB;$513 578;$0,000052;9 949 843 532 *;$109;0,29%;-2,66%;-7,65%
1347;KuboCoin;KUBO;$505 737;$0,000009;53 376 456 565 *;$290;-0,02%;-18,58%;-5,84%
1348;FORCE;FOR;$500 279;$0,003560;140 516 265 *;$8;52,17%;-0,86%;-4,94%
1349;Auroracoin;AUR;$497 847;$0,028316;17 582 030;$477;-1,01%;8,75%;-10,49%
1350;StarCoin;KST;$495 909;$0,000328;1 511 631 077 *;$0;0,00%;-76,00%;-14,13%
1351;Motocoin;MOTO;$492 523;$0,025074;19 642 673;$0;0,00%;0,00%;-0,69%
1352;Golfcoin;GOLF;$484 451;$0,000021;23 365 778 887 *;$0;0,26%;-1,11%;11,34%
1353;Global Awards...;GAT;$479 577;$0,000699;685 805 346 *;$131;0,54%;47,79%;-11,89%
1354;HyperStake;HYP;$478 171;$0,000347;1 376 719 887 *;$43;0,23%;2,07%;13,26%
1355;Energycoin;ENRG;$477 342;$0,003902;122 325 446;$0;0,10%;-42,57%;-10,06%
1356;LiteDoge;LDOGE;$476 815;$0,000031;15 253 835 574 *;$70;0,17%;-4,02%;27,02%
1357;Bitcoin Scrypt;BTCS;$475 682;$0,027003;17 615 950;$33;0,31%;-12,28%;-28,11%
1358;WorldCoin;WDC;$467 381;$0,003908;119 606 941;$61;0,22%;0,15%;16,35%
1359;SmileyCoin;SMLY;$463 840;$0,000018;25 960 250 000;$43;0,27%;-8,63%;-26,16%
1360;Bettex Coin;BTXC;$457 740;$0,079814;5 735 094;$194;4,59%;5,96%;6,63%
1361;Voise;VOISE;$454 698;$0,000868;523 625 806 *;$424;-1,19%;-25,50%;-29,44%
1362;Neutron;NTRN;$446 109;$0,011403;39 121 694 *;$71;0,23%;102,05%;54,78%
1363;Shard;SHARD;$444 743;$0,029959;14 845 260;$0;0,21%;2,14%;21,95%
1364;Helium;HLM;$444 184;$0,043108;10 304 001;$0;0,00%;0,22%;35,27%
1365;BioCoin;BIO;$440 670;$0,000521;845 785 803 *;$5;0,21%;4,99%;20,02%
1366;Speed Mining ...;SMS;$433 669;$4,14;104 680 *;$0;0,00%;0,00%;4,92%
1367;Coinvest;COIN;$433 432;$0,036729;11 800 845 *;$0;0,00%;0,00%;-23,24%
1368;RefToken;REF;$432 484;$0,430333;1 005 000 *;$500;0,54%;2,70%;-0,25%
1369;Magi;XMG;$429 385;$0,049060;8 752 273;$28;0,23%;1,77%;5,72%
1370;Arionum;ARO;$429 173;$0,002692;159 429 300;$388;0,21%;1,43%;-6,87%
1371;Freicoin;FRC;$426 143;$0,013122;32 476 453;$0;0,00%;1,63%;15,42%
1372;Cryptonite;XCN;$424 393;$0,000599;708 506 520;$398;0,23%;1,47%;-8,90%
1373;AudioCoin;ADC;$421 466;$0,000434;970 767 200;$7;0,23%;-13,51%;-9,30%
1374;White Standard;WSD;$418 087;$0,951490;439 402 *;$19;-0,04%;-1,01%;-5,95%
1375;Ethouse;HORSE;$416 603;$0,003766;110 618 782 *;$96;0,54%;7,25%;-3,42%
1376;Carboncoin;CARBON;$409 582;$0,000027;15 392 022 535;$3;0,00%;-11,36%;-19,50%
1377;VIT;VIT;$409 053;$0,000718;569 687 276 *;$0;0,00%;0,00%;24,59%
1378;Hush;HUSH;$408 004;$0,072319;5 641 700;$105;-4,03%;-14,00%;-3,42%
1379;ATMChain;ATM;$406 962;$0,000087;4 660 285 460 *;$0;0,00%;2,12%;14,81%
1380;Moneynet;MNC;$399 302;$0,000101;3 955 752 161 *;$0;0,00%;-4,47%;-19,50%
1381;Banyan Network;BBN;$397 721;$0,000651;610 736 186 *;$141;1,20%;-8,23%;4,98%
1382;Newton Coin P...;NCP;$392 045;$0,000002;173 473 581 244;$116;0,25%;4,41%;99,59%
1383;Social Send;SEND;$387 110;$0,010009;38 677 760 *;$177;0,21%;11,97%;0,84%
1384;Rentberry;BERRY;$383 646;$0,001273;301 431 307 *;$327;0,21%;6,20%;3,04%
1385;VeriumReserve;VRM;$382 000;$0,174966;2 183 287;$263;-0,61%;0,82%;0,05%
1386;imbrex;REX;$371 806;$0,042930;8 660 756 *;$111;1,30%;-4,18%;18,85%
1387;PutinCoin;PUT;$369 767;$0,000511;724 067 575;$174;0,23%;29,26%;51,68%
1388;Verify;CRED;$368 854;$0,027305;13 508 864 *;$108;0,54%;19,60%;-16,99%
1389;EverGreenCoin;EGC;$360 557;$0,026049;13 841 243;$131;0,23%;23,85%;35,82%
1390;SRCOIN;SRCOIN;$359 736;$0,000071;5 052 048 084 *;$7;0,21%;-5,37%;-11,88%
1391;MyBit;MYB;$352 970;$0,002310;152 812 538 *;$132;-10,44%;-11,02%;-5,33%
1392;Kind Ads Token;KIND;$349 937;$0,008288;42 223 693 *;$160;-9,48%;-8,90%;-11,10%
1393;BitClave;CAT;$348 315;$0,000695;501 394 406 *;$81;0,21%;14,85%;3,53%
1394;PRASM;PSM;$345 959;$0,000156;2 213 347 970 *;$0;0,21%;-9,67%;186,40%
1395;Pylon Network;PYLNT;$341 836;$0,822689;415 510 *;$2;-0,01%;1,58%;-0,36%
1396;Rupee;RUP;$341 508;$0,009857;34 645 100;$0;0,00%;1,66%;79,32%
1397;Innova;INN;$337 846;$0,066904;5 049 718;$270;2,19%;20,89%;113,28%
1398;Sapien;SPN;$330 677;$0,001614;204 912 553 *;$309;0,54%;1,01%;39,93%
1399;Photon;PHO;$327 052;$0,000011;28 691 847 469;$448;0,28%;-43,91%;-13,13%
1400;Argentum;ARG;$326 406;$0,027944;11 680 672;$379;0,54%;29,62%;19,03%
1401;PoSW Coin;POSW;$325 288;$0,007376;44 100 000 *;$0;0,00%;0,00%;6,23%
1402;Sociall;SCL;$323 659;$0,019365;16 714 020 *;$3;0,21%;0,89%;12,76%
1403;Mithril Ore;MORE;$319 714;$25,07;12 752 *;$0;0,00%;0,00%;0,88%
1404;BetterBetting;BETR;$319 425;$0,001730;184 652 367 *;$18;5,43%;7,62%;-25,06%
1405;Block-Logic;BLTG;$317 326;$0,013857;22 899 329 *;$396;0,21%;35,67%;14,69%
1406;PopularCoin;POP;$309 124;$0,000079;3 908 423 493;$12;0,22%;-12,24%;-4,65%
1407;FantasyGold;FGC;$308 996;$0,019631;15 740 051;$352;0,21%;-22,96%;21,21%
1408;BlueCoin;BLU;$299 404;$0,000521;574 683 675;$181;0,23%;1,55%;29,78%
1409;Ixcoin;IXC;$298 066;$0,014145;21 071 765 *;$0;0,00%;0,26%;3,16%
1410;IP Exchange;IPSX;$292 239;$0,000328;891 581 787 *;$106;0,23%;38,32%;-2,30%
1411;SHPING;SHPING;$283 707;$0,000352;805 220 127 *;$16;0,54%;39,55%;52,70%
1412;MNPCoin;MNP;$282 273;$0,128774;2 191 996;$487;48,33%;50,39%;43,25%
1413;Stakinglab;LABX;$281 566;$0,694952;405 158 *;$13;0,22%;-32,27%;-21,09%
1414;Obsidian;ODN;$280 201;$0,004226;66 301 098 *;$0;0,00%;0,09%;20,08%
1415;AdHive;ADH;$279 562;$0,002128;131 376 614 *;$427;0,44%;2,27%;-7,42%
1416;UltraNote Coin;XUN;$279 038;$0,000078;3 572 194 767;$102;1,64%;-7,04%;-6,87%
1417;DigitalPrice;DP;$278 249;$0,014067;19 780 674 *;$10;0,23%;0,75%;47,80%
1418;WandX;WAND;$277 297;$0,022647;12 244 135 *;$0;0,00%;1,91%;-1,80%
1419;Decentralized...;DATP;$268 904;$0,000023;11 820 620 222 *;$42;0,02%;572,71%;645,31%
1420;Worldcore;WRC;$265 582;$0,001491;178 103 291 *;$357;0,34%;15,82%;23,20%
1421;GlobalBoost-Y;BSTY;$265 014;$0,015803;16 769 471;$22;0,23%;-9,85%;18,84%
1422;Nerves;NER;$261 241;$0,000080;3 258 944 260 *;$0;0,00%;0,00%;0,00%
1423;Jesus Coin;JC;$260 715;$0,000015;17 979 550 689 *;$41;40,36%;17,60%;19,30%
1424;Centauri;CTX;$257 253;$0,006513;39 499 990;$294;0,98%;1,55%;-21,28%
1425;VeriME;VME;$257 130;$0,001455;176 746 980 *;$9;0,54%;9,27%;15,78%
1426;Anoncoin;ANC;$256 553;$0,121571;2 110 317;$34;0,22%;-44,22%;-38,24%
1427;StrongHands M...;SHMN;$255 128;$0,207738;1 228 125;$30;0,22%;-8,44%;9,16%
1428;AdCoin;ACC;$254 374;$0,016216;15 686 600;$103;0,21%;-32,51%;-41,76%
1429;FirstCoin;FRST;$249 988;$0,008011;31 207 528;$38;0,09%;14,46%;37,20%
1430;CROAT;CROAT;$248 914;$0,003821;65 146 993;$454;0,21%;-9,35%;172,23%
1431;Ultimate Secu...;USC;$245 731;$0,023758;10 343 113;$48;17,14%;687,60%;631,58%
1432;Megacoin;MEC;$243 900;$0,006408;38 061 469;$0;0,00%;0,00%;26,53%
1433;HOdlcoin;HODL;$242 286;$0,001042;232 524 610;$127;0,23%;1,54%;-11,26%
1434;Zeitcoin;ZEIT;$239 433;$0,000006;36 971 232 716;$128;0,05%;83,29%;14,51%
1435;BlockCAT;CAT;$239 345;$0,032519;7 360 121 *;$0;0,00%;1,78%;-34,04%
1436;Rubies;RBIES;$236 946;$0,022750;10 415 252 *;$159;-1,28%;3,24%;3,01%
1437;SwiftCash;SWIFT;$236 089;$0,002681;88 056 530;$431;0,21%;24,38%;-4,98%
1438;AquariusCoin;ARCO;$233 968;$0,101072;2 314 864 *;$11;0,29%;-5,66%;21,11%
1439;BitBar;BTB;$233 860;$5,63;41 506;$336;3,65%;20,33%;-32,35%
1440;Pakcoin;PAK;$233 784;$0,003408;68 594 750;$0;0,00%;0,00%;0,00%
1441;Netko;NETKO;$233 175;$0,029592;7 879 740;$0;0,00%;0,00%;13,85%
1442;CryCash;CRC;$231 781;$0,050191;4 617 936 *;$215;6,55%;1,55%;6,05%
1443;ClearCoin;XCLR;$229 973;$0,000436;527 873 733 *;$13;0,21%;-16,12%;11,20%
1444;Universe;UNI;$226 045;$0,002865;78 888 534 *;$5;0,23%;151,05%;-29,18%
1445;Zennies;ZENI;$225 945;$0,000226;1 000 812 836 *;$11;0,23%;32,19%;-4,42%
1446;Nyancoin;NYAN;$224 238;$0,000695;322 805 606;$3;0,22%;1,07%;1,34%
1447;Fabric Token;FT;$223 016;$0,009068;24 593 615 *;$0;0,00%;0,57%;22,85%
1448;MFCoin;MFC;$222 021;$0,011983;18 527 287;$154;0,21%;-24,62%;-44,90%
1449;CDX Network;CDX;$220 469;$0,006773;32 550 000 *;$165;0,21%;-1,16%;-27,60%
1450;MODEL-X-coin;MODX;$219 755;$0,018236;12 050 832 *;$8;0,21%;74,41%;35,86%
1451;DopeCoin;DOPE;$213 063;$0,001823;116 845 228 *;$1;0,22%;-1,70%;-6,24%
1452;Niobio Cash;NBR;$211 989;$0,001672;126 807 742;$289;-1,50%;9,05%;-0,44%
1453;Bitradio;BRO;$211 959;$0,028220;7 510 878 *;$129;0,23%;-15,22%;27,15%
1454;Parkgene;GENE;$211 286;$0,000717;294 760 863 *;$4;0,15%;-2,54%;1,73%
1455;BitNautic Token;BTNT;$206 939;$0,011950;17 316 684 *;$?;0,00%;0,00%;0,00%
1456;TrumpCoin;TRUMP;$206 679;$0,031294;6 604 387;$410;-3,45%;20,03%;14,44%
1457;OPCoinX;OPCX;$205 220;$0,001303;157 557 476;$53;0,21%;-13,30%;-10,58%
1458;Trollcoin;TROLL;$204 382;$0,000347;588 443 601;$6;0,23%;-18,77%;3,52%
1459;Monkey Project;MONK;$204 183;$0,032703;6 243 540;$127;38,57%;38,58%;6,09%
1460;Magnet;MAG;$202 936;$0,005037;40 292 939;$17;0,21%;-11,50%;5,09%
1461;Galilel;GALI;$201 846;$0,011590;17 416 158 *;$68;0,21%;15,33%;-29,13%
1462;PENG;PENG;$201 505;$0,000029;6 863 489 245;$231;0,24%;-12,25%;-17,15%
1463;bitqy;BQ;$200 923;$0,000065;3 112 670 515 *;$0;0,54%;-24,28%;-42,39%
1464;Shadow Token;SHDW;$199 539;$0,028506;7 000 000 *;$179;0,09%;-17,89%;-9,43%
1465;Startcoin;START;$195 717;$0,004342;45 079 785;$3;0,23%;-20,16%;-16,51%
1466;Stipend;SPD;$192 872;$0,017454;11 050 247;$12;0,21%;2,06%;-26,46%
1467;GlobalToken;GLT;$191 005;$0,002777;68 773 500;$481;0,21%;-2,46%;4,57%
1468;XGOX;XGOX;$190 016;$0,000080;2 379 530 425;$206;0,23%;-1,15%;1,91%
1469;Gravity;GZRO;$189 311;$0,000087;2 180 091 680;$2;0,21%;1,55%;3,54%
1470;Version;V;$187 795;$0,000330;568 816 226;$0;0,00%;0,00%;37,67%
1471;Helleniccoin;HNC;$187 078;$0,002692;69 499 890;$232;0,23%;1,54%;6,22%
1472;Tigereum;TIG;$186 162;$0,010220;18 214 795 *;$7;0,54%;-19,39%;-27,15%
1473;BitRent;RNTB;$185 622;$0,000221;841 738 500 *;$46;-28,81%;-29,59%;-8,11%
1474;LanaCoin;LANA;$184 804;$0,000174;1 064 151 370;$2;0,23%;1,77%;3,52%
1475;Naviaddress;NAVI;$184 050;$0,000759;242 550 845 *;$52;0,30%;-9,12%;12,31%
1476;TagCoin;TAG;$181 739;$0,028247;6 433 866;$0;0,00%;0,00%;0,00%
1477;Galactrum;ORE;$179 055;$0,048281;3 708 595;$150;-6,99%;-6,20%;-11,31%
1478;W3Coin;W3C;$178 755;$0,000003;66 462 055 675 *;$2;0,54%;-49,49%;7,45%
1479;FujiCoin;FJC;$177 957;$0,000086;2 079 519 171;$0;0,00%;0,00%;2,03%
1480;SixEleven;611;$177 504;$0,373561;475 167;$0;0,00%;0,00%;11,39%
1481;bitBTC;BITBTC;$177 030;$4 335,88;41 *;$0;0,45%;0,01%;1,79%
1482;Advanced Inte...;AIB;$174 946;$0,005325;32 852 523;$478;3,49%;-45,94%;36,72%
1483;Bitstar;BITS;$172 731;$0,008509;20 298 617 *;$3;0,23%;-1,17%;2,53%
1484;Signals Network;SGN;$171 081;$0,001941;88 138 749 *;$209;0,54%;3,02%;-5,60%
1485;Emerald Crypto;EMD;$167 935;$0,008785;19 117 129;$0;0,00%;1,62%;9,95%
1486;Sp8de;SPX;$167 480;$0,000022;7 783 756 906 *;$317;-10,63%;1,01%;-36,31%
1487;PiplCoin;PIPL;$166 658;$0,001997;83 444 258 *;$256;-3,97%;-2,68%;-7,06%
1488;Ignition;IC;$164 408;$0,160993;1 021 210;$38;38,94%;-5,01%;100,04%
1489;CryptoPing;PING;$160 837;$0,016161;9 952 089 *;$28;0,22%;7,04%;-3,77%
1490;InsaneCoin;INSN;$158 051;$0,006715;23 535 762;$345;2,61%;6,59%;27,36%
1491;BLAST;BLAST;$157 670;$0,003213;49 073 343;$205;0,21%;1,89%;-27,56%
1492;Iconiq Lab Token;ICNQ;$157 084;$0,040714;3 858 186 *;$0;0,00%;1,56%;-13,30%
1493;Bitibu Coin;BTB;$156 365;$0,036771;4 252 372 *;$0;0,32%;-7,43%;-13,50%
1494;bitSilver;BITSILVER;$155 250;$7,30;21 281 *;$5;0,45%;-5,19%;2,09%
1495;Vsync;VSX;$153 366;$0,000955;160 559 294;$1;0,21%;1,55%;-19,21%
1496;Opal;OPAL;$150 613;$0,009937;15 156 036 *;$0;0,00%;0,00%;21,21%
1497;PayCoin;XPY;$148 945;$0,012417;11 995 342;$105;0,23%;-6,32%;-3,24%
1498;Synergy;SNRG;$147 825;$0,031760;4 654 392 *;$0;0,00%;0,00%;8,23%
1499;Guaranteed Et...;GETX;$147 219;$0,000491;300 000 000 *;$1;0,43%;-6,03%;-82,26%
1500;JSECOIN;JSE;$145 723;$0,000329;443 479 880 *;$13;0,45%;-45,08%;-0,98%
1501;BritCoin;BRIT;$145 553;$0,006844;21 268 092;$0;0,00%;0,00%;120,52%
1502;Databits;DTB;$144 492;$0,006352;22 747 809 *;$0;0,00%;0,00%;0,00%
1503;SIMDAQ;SMQ;$143 822;$0,008161;17 623 189 *;$236;2,25%;1,29%;56,42%
1504;PeepCoin;PCN;$142 980;$0,000003;54 527 982 986 *;$46;0,05%;-9,68%;-0,20%
1505;Adzcoin;ADZ;$142 828;$0,003039;46 996 703;$209;0,23%;2,01%;302,59%
1506;PitisCoin;PTS;$142 550;$0,000261;547 196 117 *;$151;0,21%;1,55%;1,84%
1507;Vivid Coin;VIVID;$141 805;$0,027076;5 237 365;$270;25,99%;-9,01%;-16,04%
1508;ChessCoin;CHESS;$141 447;$0,002618;54 032 769 *;$0;0,00%;2,04%;21,13%
1509;Elixir;ELIX;$141 286;$0,003994;35 370 249 *;$33;0,21%;1,55%;-32,83%
1510;Kobocoin;KOBO;$140 411;$0,005685;24 700 248 *;$?;0,00%;0,00%;0,00%
1511;Wispr;WSP;$138 655;$0,004776;29 031 615;$0;0,21%;1,55%;33,11%
1512;Cryptosolartech;CST;$138 056;$0,002148;64 278 763 *;$1;-0,54%;740,11%;149,63%
1513;Leadcoin;LDC;$137 876;$0,000176;784 399 592 *;$10;0,44%;1,68%;43,46%
1514;SnodeCoin;SND;$137 282;$0,005471;25 094 078 *;$140;34,32%;36,91%;15,20%
1515;2GIVE;2GIVE;$135 777;$0,000260;521 228 170;$206;0,23%;1,54%;-6,24%
1516;LOCIcoin;LOCI;$135 400;$0,003272;41 387 232 *;$31;0,44%;-1,50%;-1,12%
1517;EtherSportz;ESZ;$135 261;$0,019875;6 805 580 *;$117;0,44%;-4,49%;-41,57%
1518;CDMCOIN;CDM;$134 960;$0,000071;1 894 756 103 *;$138;0,20%;-5,93%;18,08%
1519;Intelligent T...;ITT;$133 574;$0,013609;9 814 899 *;$423;-0,17%;1,69%;3,46%
1520;Advanced Tech...;ARC;$133 000;$0,005173;25 710 039;$352;0,93%;4,53%;-25,80%
1521;Crave;CRAVE;$131 232;$0,008540;15 366 648 *;$53;-2,88%;70,75%;-10,62%
1522;Apollon;XAP;$129 026;$0,000868;148 585 276;$41;0,21%;-14,65%;-26,27%
1523;WavesGo;WGO;$128 276;$0,016002;8 016 067 *;$322;0,20%;-0,31%;-5,34%
1524;Regalcoin;REC;$127 990;$0,010000;12 799 009;$0;0,00%;47,24%;49,29%
1525;Digitalcoin;DGC;$127 445;$0,003908;32 614 233;$326;0,22%;84,23%;71,82%
1526;HelloGold;HGT;$125 525;$0,000477;263 034 654 *;$182;0,29%;-18,75%;-21,47%
1527;bitGold;BITGOLD;$124 974;$659,55;189 *;$0;0,58%;0,01%;-1,09%
1528;Goodomy;GOOD;$124 811;$0,000201;620 508 777 *;$0;0,00%;0,00%;0,00%
1529;ModulTrade;MTRC;$124 741;$0,003397;36 723 319 *;$243;-3,89%;-8,08%;-15,93%
1530;Elementrem;ELE;$123 304;$0,004705;26 205 539;$?;0,00%;0,00%;0,00%
1531;bitEUR;BITEUR;$123 196;$1,14;107 706 *;$0;0,00%;0,85%;-0,74%
1532;Sugar Exchange;SGR;$121 488;$0,004689;25 908 254 *;$167;0,21%;9,92%;-2,32%
1533;Adelphoi;ADL;$120 556;$0,005818;20 722 224 *;$236;-2,67%;-0,72%;-24,69%
1534;DraftCoin;DFT;$119 999;$0,014088;8 517 675 *;$426;0,32%;-7,91%;-18,36%
1535;Payfair;PFR;$118 410;$0,003555;33 304 756 *;$389;-0,48%;10,83%;-16,97%
1536;WomenCoin;WOMEN;$116 692;$0,000002;48 459 472 454;$23;0,07%;-13,76%;-14,08%
1537;Iridium;IRD;$116 223;$0,006687;17 379 793;$18;0,21%;2,94%;10,71%
1538;iDealCash;DEAL;$115 939;$0,000087;1 335 136 733;$0;0,21%;1,55%;3,53%
1539;Litecoin Plus;LCP;$115 173;$0,048452;2 377 054;$169;1,26%;12,15%;12,46%
1540;Ellaism;ELLA;$112 661;$0,005818;19 364 074;$107;1,73%;8,99%;40,73%
1541;HUZU;HUZU;$109 924;$0,027788;3 955 860;$114;0,21%;-6,08%;63,76%
1542;TittieCoin;TIT;$109 392;$0,000087;1 259 816 434 *;$0;0,23%;1,54%;-24,10%
1543;SpreadCoin;SPR;$108 101;$0,009687;11 159 260;$0;0,00%;0,25%;-4,19%
1544;Deutsche eMark;DEM;$105 755;$0,002518;41 997 618;$6;0,22%;5,18%;-16,61%
1545;InflationCoin;IFLT;$105 117;$0,000002;44 790 092 020 *;$6;10,16%;0,89%;0,18%
1546;Nexium;NXC;$104 299;$0,001568;66 509 519 *;$25;0,23%;-2,83%;-11,29%
1547;BitcoiNote;BTCN;$103 990;$0,010040;10 358 119;$281;0,21%;13,99%;-8,89%
1548;iTicoin;ITI;$103 745;$3,24;32 000 *;$325;-1,38%;4,44%;4,94%
1549;Rimbit;RBT;$100 968;$0,000511;197 581 050 *;$9;0,09%;-10,23%;1,54%
1550;BTCtalkcoin;TALK;$100 244;$0,001535;65 290 635;$0;0,00%;0,00%;54,21%
